Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
51.515817165374756	0	-170.9328667654807	-9.379991489654381	65.99492502955069	-32.1387180782063	-375.78671088086776	20.0	0.0	1008	10017	-169.30742418358795	-9.271255598910722
103.2241051197052	1	-168.9743649785848	-9.057982593247264	66.09141513685569	-32.87859146456091	-362.79769255152524	20.0	0.0	1008	20034	-166.12136711606198	-8.772291346523323
150.19891500473022	2	-168.98377453231595	-9.082313002137486	69.70239055724788	-35.77638781766333	-371.7367241130809	20.0	0.0	1008	30051	-154.21159866904313	-8.260827689564062
197.39798212051392	3	-162.00803346556953	-8.651166375376377	66.31835662817697	-30.216542726037137	-357.4380794343964	20.0	0.0	1008	40068	-161.25709905441263	-8.162950635612093
243.65243005752563	4	-162.6463365995181	-8.421650256612125	62.988237693769946	-31.931145019443427	-313.4813060571287	20.0	0.0	1008	50085	-154.84186911460495	-7.8324237658785485
289.1479070186615	5	-163.50770188520374	-8.37812142477345	64.63817237066606	-29.598260076008593	-352.9642592885424	20.0	0.0	1008	60102	-165.10401366801523	-8.464941207477844
335.8530559539795	6	-158.919042014586	-8.171141956103677	66.1775044255498	-25.23337269105838	-339.02972667401525	20.0	0.0	1008	70119	-142.85234971739044	-7.318439315147461
382.2129600048065	7	-157.00976901050504	-7.862114080727496	63.78741179684947	-21.581336692981957	-355.4868035185288	20.0	0.0	1008	80136	-147.1983237051679	-7.915883770912274
431.2126178741455	8	-158.4886440096214	-7.833875697446224	68.73283737244672	-21.69009309584788	-378.32540218604265	20.0	0.0	1008	90153	-144.26325815248617	-7.078260436016308
477.9647488594055	9	-155.70627229127612	-7.573885608201489	63.7061125358966	-29.25015117059224	-361.4606564053819	20.0	0.0	1008	100170	-160.52042880556715	-7.701237223447865
526.6214818954468	10	-151.1146352209359	-7.1481988593973655	63.50331542553035	-30.076204418268862	-364.0350742823517	20.0	0.0	1008	110187	-136.64249700724082	-6.089038601378102
