Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
155.05727291107178	0	-175.2519111637966	-9.657926631927879	63.221075584529025	-34.618645242124295	-325.8308199949683	20.0	0.0	1020	10020	-173.7263458148097	-9.319280127140086
304.8803448677063	1	-161.70520805527107	-8.810865513522648	67.00768717825608	-28.614653740234544	-333.17312555811515	20.0	0.0	1020	20040	-169.77264737866494	-9.417485063946138
455.5305209159851	2	-167.05460360662138	-8.704664631413241	63.09365873632061	-25.108841955705472	-346.4584477480544	20.0	0.0	1020	30060	-142.10480947536337	-7.42820598374874
607.4315328598022	3	-158.11720395669886	-8.297421945354785	66.38684399843821	-31.266387640659477	-354.6653802381561	20.0	0.0	1020	40080	-161.73369322998815	-8.1805552765094
758.0825119018555	4	-161.36504146332214	-8.41165717060546	63.06060019087627	-41.40521915477291	-355.8419040170946	20.0	0.0	1020	50100	-170.35160487699	-8.393564882563805
911.7627160549164	5	-157.4308865995083	-7.945450617224723	62.746974977963625	-23.34596166986017	-330.07151883633094	20.0	0.0	1020	60120	-155.59167780379073	-8.37414611736784
1062.395581960678	6	-159.74072978459023	-8.193461544913493	66.3639693259842	-28.078365775897623	-378.28836120697133	20.0	0.0	1020	70140	-143.5984215062979	-6.569977605830575
1213.4964809417725	7	-164.015738350166	-8.218638938392269	67.24775230502425	-20.039992576999612	-393.6798127970998	20.0	0.0	1020	80160	-154.79472301504956	-7.214581040058538
1362.1039860248566	8	-157.92968643995255	-7.7946761046769995	63.68620338953091	-26.619833635313785	-341.85767030891503	20.0	0.0	1020	90180	-132.8104131789922	-6.7635374485840885
1518.3781011104584	9	-159.13991531590287	-7.818429453945867	67.4412255288781	-29.911664018244323	-332.44970496347827	20.0	0.0	1020	100200	-150.01970229310973	-7.332837324533353
1665.7568218708038	10	-147.79321906297542	-7.029621374870303	63.677246617796555	-24.53964951696655	-353.03611285348484	20.0	0.0	1020	110220	-163.5841405483826	-7.956840258796615
1812.0115559101105	11	-154.0811087632645	-7.403004006407889	66.94197353702666	-29.15743994740465	-352.1875804755454	20.0	0.0	1020	120240	-167.0943040645446	-8.26889951423172
1957.615550994873	12	-150.16442645635883	-7.072771632705044	61.46003192914357	-25.476896092565077	-338.51519527490757	20.0	0.0	1020	130260	-155.34373877415368	-7.375746011487193
2103.0267951488495	13	-152.6682810415975	-7.289601893799536	67.13822343882173	-28.130461941425423	-366.9546620190005	20.0	0.0	1020	140280	-134.8499965498337	-6.100355653840241
2247.884588956833	14	-142.8881763908044	-6.669882848879151	69.09153791346205	-20.587830285118866	-381.0588115733349	20.0	0.0	1020	150300	-147.2926828654014	-6.4158317940658005
2392.384371995926	15	-150.8448718551432	-6.985371801569128	69.90788976341106	-38.6261177582026	-356.7110746046533	20.0	0.0	1020	160320	-140.2979170228638	-5.887414559114651
2536.643867969513	16	-150.39800317985268	-6.907686302644977	64.52622434704894	-32.65222641566714	-399.34724747015355	20.0	0.0	1020	170340	-141.56664384120833	-6.911933957761244
2680.6564428806305	17	-141.70123453035762	-6.328084610547173	65.50326412764318	-21.419500922802573	-371.8885175783835	20.0	0.0	1020	180360	-114.48264583117486	-5.209657131932039
2824.7439489364624	18	-139.71956516042147	-6.144377880797288	65.74800832760998	-27.24694390854247	-429.8299798752	20.0	0.0	1020	190380	-133.70237708454243	-5.593393015037445
2968.0543808937073	19	-141.86509797327304	-6.136752661086767	61.78924541751048	-28.852769419024828	-373.59491228459706	20.0	0.0	1020	200400	-138.8371438918698	-6.0720799596702175
3112.248183965683	20	-141.7988442364418	-6.1288500682768925	68.31384919294962	-35.86223911669131	-424.3996429166578	20.0	0.0	1020	210420	-147.14162712153055	-6.1729342567214465
5703.237735033035	21	-141.03864180968893	-6.009495663331767	70.05998799254554	-22.75678102223759	-402.15020489403827	20.0	0.0	1020	220440	-124.58221080437409	-5.106730199719102
5841.542811870575	22	-134.84297299869655	-5.813101353450064	59.12858552619636	-21.91283203535704	-340.99733335253	20.0	0.0	1020	230460	-132.69043263903902	-5.521472626553863
5978.765205144882	23	-127.97423229735264	-5.454436313869533	63.26325047736136	-23.742029726427198	-353.22936060752613	20.0	0.0	1020	240480	-139.61147063430653	-5.839991627512993
6121.04471206665	24	-135.20709034211592	-5.6384635831807115	62.05840879345229	-24.042771502699644	-352.1924800705829	20.0	0.0	1020	250500	-114.12620528950744	-4.8915487338139245
6264.315826892853	25	-128.51731487501974	-5.336727948023492	57.68211555827671	-29.013528976761258	-334.7506970539018	20.0	0.0	1020	260520	-123.95643557177254	-4.508908609851486
6405.950991868973	26	-131.9688048696675	-5.458799188766209	61.27543375300216	-24.253435658590057	-330.829663951076	20.0	0.0	1020	270540	-119.67534715309752	-4.991457581761301
6545.563383817673	27	-133.1504596400059	-5.516674040114127	61.730857319417794	-23.099858484538636	-355.67167263077346	20.0	0.0	1020	280560	-117.12954898207963	-4.861710757031452
6687.426773786545	28	-124.90603081548696	-5.171141136438081	62.79537435838868	-29.970819406376755	-423.4286846164355	20.0	0.0	1020	290580	-125.66357507835994	-4.850136805465833
6831.473841905594	29	-129.94153570844855	-5.396476935515968	69.76463099471695	-22.68811208026637	-456.60907739528307	20.0	0.0	1020	300600	-137.82546471403973	-6.457762943100491
6969.796484947205	30	-132.1648666103987	-5.230270009000146	65.241325491631	-27.869944189290937	-415.389739628517	20.0	0.0	1020	310620	-138.8305264297172	-5.686461879745654
7108.216635942459	31	-122.27296589674052	-4.872933056995671	63.60539148620531	-28.21309836898039	-380.7419761339082	20.0	0.0	1020	320640	-127.08222306725196	-5.3387875589285505
7246.33318400383	32	-133.98855655646	-5.20405404942486	62.73105262272963	-21.7718457214005	-417.9682398871445	20.0	0.0	1020	330660	-140.2107152147465	-5.6682962548747
7393.089448928833	33	-120.62684149137186	-4.599829394334482	62.76388422870064	-21.942526233096405	-429.23037418342153	20.0	0.0	1020	340680	-119.0058264955684	-4.915728169736959
7538.520009994507	34	-118.28335994689647	-4.555752814202527	59.32599064982454	-21.027657111807212	-395.0920574316195	20.0	0.0	1020	350700	-117.74773194726454	-4.843645394599596
7684.658407926559	35	-127.40727636094294	-4.90869282311791	65.43280985572981	-19.044745316266766	-403.99346428931074	20.0	0.0	1020	360720	-123.05589783799165	-5.202257366993558
7825.425151109695	36	-119.35601247122408	-4.507802160047995	58.65306972888983	-24.460003978893724	-379.6117394807923	20.0	0.0	1020	370740	-133.28863650569477	-5.254198695163446
7969.911631822586	37	-117.92383755937384	-4.370194569121855	56.768821284967956	-23.544512242919005	-429.0175344258365	20.0	0.0	1020	380760	-89.87996825475466	-3.7226958188069887
8112.798803091049	38	-124.75666848354243	-4.902933211361865	70.9975761560257	-17.767550935350158	-582.4485032367348	20.0	0.0	1020	390780	-153.56499801115663	-5.700131735627659
