Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
5.344729900360107	0	-170.26944566186742	-9.23166580058231	64.15738664820076	-28.088806212404478	-367.2874911865088	20.0	0.0	1008	10017	-162.9902762012227	-8.704647861847704
9.877074003219604	1	-170.06863021042284	-9.453349838935722	68.02672610256938	-40.2282586105241	-364.51694483897563	20.0	0.0	1008	20034	-171.23159057606006	-9.266210902942019
14.06410002708435	2	-167.96108894278797	-9.08562006604631	66.9816357787306	-33.34454831799138	-374.6595243185672	20.0	0.0	1008	30051	-148.6317698919215	-7.885584711254474
18.126811027526855	3	-162.68073665014185	-8.744176545826678	64.01266166442454	-28.642455615765577	-393.2475145164729	20.0	0.0	1008	40068	-174.1199558494187	-9.550980127697935
22.280250072479248	4	-163.39940945741418	-8.629262275982402	63.88233436654789	-27.217534747557792	-354.31636718021684	20.0	0.0	1008	50085	-160.5654774972795	-8.568944417058065
26.69248390197754	5	-163.01490443216892	-8.505297455461502	65.10339582861805	-29.910472211026416	-369.11228078249616	20.0	0.0	1008	60102	-170.8469853623886	-8.611455481735746
31.157320022583008	6	-159.73288973536322	-8.280046046752778	64.88178216796871	-33.45609238630513	-352.1909378835367	20.0	0.0	1008	70119	-150.25487934332702	-7.74285440037054
35.68418216705322	7	-159.5884400622681	-8.251605947001876	60.988968655849526	-26.348945007540458	-339.5601559856699	20.0	0.0	1008	80136	-153.94159486742865	-7.966026479262179
40.111244916915894	8	-161.54646396851868	-8.136970490314768	65.43223560259968	-30.78013211020894	-312.11541695044235	20.0	0.0	1008	90153	-156.86624624248057	-8.547351672051184
44.48438906669617	9	-156.15329791879932	-8.008323377090191	62.10612318980488	-23.089712033744185	-317.47738156264563	19.9958071278826	0.09147766972440848	1008	100170	-157.91060605635212	-7.9919196724976755
49.009687185287476	10	-158.34535374505478	-8.052302617807776	60.26430232909174	-27.177386843702497	-326.0144939210988	20.0	0.0	1008	110187	-160.85493393017086	-8.172354054429034
53.46402597427368	11	-160.2503364277938	-8.2036920026132	66.24807593800776	-26.334530632090452	-362.1115715950229	20.0	0.0	1008	120204	-166.23364693628093	-8.156549051937496
58.03319787979126	12	-158.64992736167392	-8.189454666818111	60.29991696427934	-27.62835333909844	-340.1545742944999	20.0	0.0	1008	130221	-160.04500997845523	-8.309227531418436
62.58601999282837	13	-162.3506531920727	-8.291399552245919	61.063974843535554	-27.58866606897066	-377.6991680014886	20.0	0.0	1008	140238	-177.1531170919161	-8.879267687822335
67.06885600090027	14	-153.67988823445242	-7.661573249519581	60.8693859467678	-31.221458875248125	-338.6054936916519	20.0	0.0	1008	150255	-161.98456967633197	-8.198525865381496
71.64911103248596	15	-164.8826359915471	-8.175559864987447	61.99718302397006	-20.686275634934585	-340.25436663046673	20.0	0.0	1008	160272	-162.1432186609775	-8.00621900372979
