Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
5.420470714569092	0	-171.4405525571654	-9.45297568288246	64.78373475294042	-28.862502036194137	-353.4744379025608	20.0	0.0	1020	10020	-163.13823419630396	-9.149828498221716
10.070812940597534	1	-173.91606610416792	-9.589393829336608	64.64626012503942	-41.44959853897438	-334.59360112519545	20.0	0.0	1020	20040	-151.05448399978448	-8.120862630789096
14.262134790420532	2	-171.21719439453548	-9.429212407628748	64.53962053253284	-35.588484018015976	-344.57239828337237	20.0	0.0	1020	30060	-163.94882214385856	-8.01825879376811
18.765211820602417	3	-166.72949835964553	-9.126882020475072	68.80848914777668	-29.8124624556173	-328.38865317235695	20.0	0.0	1020	40080	-177.71043667591107	-9.745934560773108
23.24217391014099	4	-162.46256930485237	-8.739261742344853	70.68620146291522	-25.563151896109094	-370.5305281188581	20.0	0.0	1020	50100	-168.68223643350063	-8.741159709649668
27.594971895217896	5	-174.08288162514367	-9.481337660603794	67.43785286422876	-33.00984703058897	-377.2771647868981	20.0	0.0	1020	60120	-157.86093920255675	-8.395198142393424
31.98664879798889	6	-162.12645988062582	-8.332561763104193	62.857763386400215	-32.76447010674546	-359.5417583161278	20.0	0.0	1020	70140	-164.40853486560633	-8.93517055128897
36.327794790267944	7	-167.7731613072831	-8.970872046357163	66.66204975608814	-34.27728647597952	-368.4418542463222	20.0	0.0	1020	80160	-186.5587805803345	-9.496784002987734
40.70688796043396	8	-164.1095281526795	-8.553749561519258	67.30349897709372	-24.9307176749017	-355.1967215516082	20.0	0.0	1020	90180	-164.60561738766413	-9.060065394378015
45.15044093132019	9	-168.00237932739546	-8.64313829761289	70.68412588980623	-30.443798769899303	-415.74108696491965	20.0	0.0	1020	100200	-158.89158571034605	-8.095156971344332
49.808470010757446	10	-152.67546625837204	-7.882568964268159	64.35473839048177	-21.52978771320954	-315.401962584692	20.0	0.0	1020	110220	-158.0521497571474	-8.143297512595716
54.46223998069763	11	-159.08518929209208	-8.071741630019106	64.03945345160332	-16.541677703682392	-357.0883236973404	20.0	0.0	1020	120240	-151.28650891550456	-7.883484544250098
59.17726278305054	12	-160.58721752817573	-8.142646388374793	62.56111221673797	-28.999257789808006	-356.7916957403091	20.0	0.0	1020	130260	-154.93560669253282	-8.05763901204963
63.85076880455017	13	-157.76080716151773	-8.083815095975112	65.93210822505232	-22.866677210935336	-358.81010291425343	20.0	0.0	1020	140280	-142.9819812344668	-7.044079460711736
68.40174889564514	14	-159.3834640147211	-8.122899536650033	69.86512740488674	-19.991540368660687	-376.34431018107193	20.0	0.0	1020	150300	-166.92304090318842	-8.541030624253485
72.95493984222412	15	-156.98665855588342	-7.785660002427158	71.34771657788203	-18.49958883942306	-360.853342803514	20.0	0.0	1020	160320	-169.1537693311332	-8.314123578531337
77.58428883552551	16	-161.43217527583403	-8.205081060638681	69.05581889453126	-20.400327589025203	-368.55063685514943	20.0	0.0	1020	170340	-161.37710438584887	-8.15074161083626
82.2612898349762	17	-159.55868537979046	-8.007182301909518	69.00672292897112	-17.48975729115475	-374.1615838928655	20.0	0.0	1020	180360	-173.88544487787306	-8.901958296248688
86.89682674407959	18	-156.36287054464498	-7.9668853905651416	67.7461322832952	-23.558091904994257	-345.48563260661564	20.0	0.0	1020	190380	-184.44185294761988	-9.352128056534239
91.59612488746643	19	-152.91406183316772	-7.62594474784185	69.56948803490414	-14.323223751104253	-340.6099656591523	20.0	0.0	1020	200400	-182.1026380015926	-9.386661581584972
